"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","N_GQA_90","N_GQA_95","N_GQA_00","N_GQA_01","N_GQA_02","N_GQA_03","N_GQA_04","N_GQA_05","N_GQA_06","N_GQA_07","N_GQA_08","N_GQA_09"
"North East","Barney Bk/Hard Level Gill","Source              Bleaberry Gill","027120057702A",5.8,"SD9551503066","SD9958499894","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Gunnerside Gill","Wham Bottom         River Swale","027120058301A",6.8,"SD9210203791","SD9505697800","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Muker Beck","Confluence of ThwaitRiver Swale","027120058601A",1.6,"SD8981298080","SD9134397942","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","East Gill","Source              River Swale","027120059001A",4.8,"SD9195404180","SD8961101056","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Stonesdale Beck","Standing Stones     River Swale","027120059101A",6.4,"SD8889007243","SD8878101517","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Whitsundale Beck","Hoods Bottom Beck   River Swale","027120059301A",2.3,"SD8629303356","SD8730301402","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Whitsundale Beck","White Mossy Hill    Hoods Bottom Beck","027120059302A",5.8,"SD8298005564","SD8629303356","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Great Ash Gill","Source              River Swale","027120059501A",1.6,"SD8683499873","SD8698501334","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Great Sleddale Beck","Wavery Gill         River Swale","027120059601A",1.9,"SD8448799562","SD8564600870","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Birkdale Beck","Little Sleddale BeckRiver Swale","027120059801A",2.6,"SD8345102034","SD8564600870","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","Birkdale Beck","Lodge Hags          Little Sleddale Beck","027120059802A",4.3,"SD8044402404","SD8345102034","NZ1460000700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","River Skell/Skell Gill","Ripon Canal         River Ure","027120060501A",1.3,"SE3163070933","SE3257471015","SE3180070900",,"3","4","4","4","4","3","3","3","3","3","3"
"North East","River Skell/Skell Gill","River Laver         Ripon Canal","027120060502A",1.1,"SE3042770707","SE3163070933","SE3180070900",,"3","4","4","4","4","3","3","3","3","3","3"
"North East","River Skell/Skell Gill","Dallow Moor         River Laver","027120060503A",17.7,"SE1613869076","SE3042770707","SE3180070900",,"3","4","4","4","4","3","3","3","3","3","3"
"North East","River Laver/South Gill Bk","Kex Beck            River Skell","027120060601A",4,"SE2760972732","SE3042770707","SE3180070900",,"3","4","4","4","4","3","3","3","3","3","3"
"North East","River Laver/South Gill Bk","Carlesmoor Beck     Kex Beck","027120060602A",10.5,"SE2125473047","SE2760972732","SE3180070900",,"3","4","4","4","4","3","3","3","3","3","3"
"North East","River Laver/South Gill Bk","Dallowgill Moor     Carlexmoor Beck","027120060603A",6.1,"SE1555270951","SE2125473047","SE3180070900",,"3","4","4","4","4","3","3","3","3","3","3"
"North East","Kex Beck/Wreakes Beck","Crimbledale Beck    River Laver","027120060701A",3.1,"SE2565074483","SE2760972732","SE3180070900",,"4","4","4","4","4","3","3","3","3","3","3"
"North East","Kex Beck/Wreakes Beck","Crimbledale Beck    River Laver","027120060701B",3,"SE2314274743","SE2565074483","SE3180070900",,"4","4","4","4","4","3","3","3","3","3","3"
"North East","River Burn","Swinney Beck        River Ure","027120061601A",0.8,"SE2244479866","SE2310379795","SE2260079800","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","River Burn","Den Beck            Swinney Beck","027120061602A",0.3,"SE2229279975","SE2244479866","SE2260079800","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","River Burn","Sole Beck           Den Beck","027120061603A",3.5,"SE1911079951","SE2229279975","SE2260079800","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","River Burn","Leighton Beck       Sole Beck","027120061604A",2.1,"SE1708079879","SE1911079951","SE1840080200","2","2","2","2","2","2","2","1","1","1","2","1"
"North East","River Burn","Spruce Gill Beck    Leighton Beck","027120061605A",1.9,"SE1552380769","SE1708079879","SE1840080200","2","2","2","2","2","2","2","1","1","1","2","1"
"North East","River Burn","Birk Gill           Spruce Gill Beck","027120061606A",1.6,"SE1423981282","SE1552380769","SE1840080200","2","2","2","2","2","2","2","1","1","1","2","1"
"North East","River Burn","Conf.New House Gill/Birk Gill","027120061607A",3.5,"SE1130079887","SE1423981282","SE1840080200","2","2","2","2","2","2","2","1","1","1","2","1"
"North East","Leighton Beck","Leighton Reservoir  River Burn","027120062001A",2.1,"SE1627679066","SE1708079879","SE1840080200","2","2","2","2","2","2","2","1","1","1","2","1"
"North East","R. Cover/East Stone Gill","Green's Beck        River Ure","027120063101A",4.7,"SE1042886261","SE1488187030","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","R. Cover/East Stone Gill","Ulfers Beck         Green's Beck","027120063102A",2.1,"SE0903185341","SE1042886261","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","R. Cover/East Stone Gill","Cat Gill            Ulfers Beck","027120063103A",1.8,"SE0771184561","SE0903185341","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","R. Cover/East Stone Gill","Lead Up Gill        Cat Gill","027120063104A",0.8,"SE0719484211","SE0771184561","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","R. Cover/East Stone Gill","Turn Beck           Lead Up Gill","027120063105A",1.8,"SE0621183290","SE0719484211","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","R. Cover/East Stone Gill","Fleemis Gill        Turn Beck","027120063106A",0.6,"SE0586682851","SE0621183290","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","R. Cover/East Stone Gill","Windle Side         Fleemis Gill","027120063107A",11.6,"SD9702877150","SE0586682851","SE1440087000","1","2","2","2","2","2","2","2","2","2","2","2"
"North East","Apedale Beck","Beldon Beck         River Ure","027120064401A",0.3,"SE0448190310","SE0451290140","SE0920089400",,"1","2","2","2","2","2","2","2","2","2","2"
"North East","Apedale Beck","Apedale Head        Beldon Beck","027120064402A",8,"SE0002595459","SE0448190310","SE0920089400",,"1","2","2","2","2","2","2","2","2","2","2"
"North East","Beldon Beck","Beldon Bottom       Apedale Beck","027120064501A",8.8,"SD9704094014","SE0448190310","SE0920089400",,"1","2","2","2","2","2","2","2","2","2","2"
"North East","River Bain/Raydale Beck","Bardale Beck        River Ure","027120065501A",5.5,"SD9209187651","SD9351890776","SD9350090100","1","1","1","1","1","1","1","1","1","1","1","1"
"North East","River Bain/Raydale Beck","Cragdale Water      Bardale Beck","027120065502A",0.3,"SD9095485967","SD9106286050","SD9350090100","1","1","1","1","1","1","1","1","1","1","1","1"
"North East","River Bain/Raydale Beck","Woldside Grainings  Cragdale Water","027120065503A",4.5,"SD8919182026","SD9095485967","SD9350090100","1","1","1","1","1","1","1","1","1","1","1","1"
"North East","East Drain/Twelve Foot Dr","Keld Head           Costa Beck","027120091201A",3.2,"SE7870084500","SE7791580429","SE7880079700",,"4","4","4","4","4","4","4","4","4","4","4"
"North East","Goosepool Drain/Mill Dike","Adwick Sewage Works Ea Beck","027120092901A",1.2,"SE5435508669","SE5500009089","SE5537008480","6","6","6","5","5","6","6","6","6","6","6","6"
"North East","Aire & Calder Navigation","New Junction Canal  River Ouse at Goole","050100002300A",11.3,"SE7490023000","SE6520018700","SE6681920315","4","4","4","4","4","4","4","4","4","4","4","4"
"North East","Calder & Hebble Navigatio","River Calder at HorbRiver Calder at Broa","050110090101A",2.9,"SE2809517853","SE3077717278","SE2146019460",,"3","3","3","3","4","4","4","4","4","3","3"
"North East","Calder & Hebble Navigatio","River Calder at ThorRiver Calder at Horb","050110090101B",3.9,"SE2809517853","SE2295120261","SE2146019460",,"3","3","3","3","4","4","4","4","4","3","3"
"North East","Calder & Hebble Navigatio","River Calder Boat HoRiver Calder Portobe","050110090201A",1,"SE3190018600","SE3280018900","SE2799417881",,"4","4","4","4","4","4",,,"4","4","4"
"North East","Leeds and Liverpool Canal","Greenberfield Lock  Apperley Bridge","050200005101A",51,"SE1950038000","SD8860046300","SE2962133064",,"2","2","2","2","1","1","1","2","2","2","2"
"North East","Calder & Hebble Navigatio","Newgate             Shepley Bridge Lock","050220001005A",1.6,"SE2007519619","SE2160019800","SE1890720406",,"3","3","3","4","4","4","5","6",,"3","3"
"North East","Calder & Hebble Navigatio","Lowmill Lane        Greenwood Lock","050220001006A",0.6,"SE2180019800","SE2230019700","SE2146019460",,"3","3","3","3","4","4","4","4","4","3","3"
"North East","Pocklington Canal","Canal Head at PockliMelbourne","050670090101A",6.5,"SE8000647381","SE7611144375","SE8000047300",,"6","6","6","6","6","6","6","6","6","6","6"
"North East","Pocklington Canal","Melbourne           Hagbridge","050670090101B",4.2,"SE7611144375","SE7179445303","SE7580044400",,"6","5","5","5","5","5","6","6","6","6","6"
"North East","Pocklington Canal","Hagbridge           R Derwent","050670090101C",3.8,"SE7179445303","SE6981042605","SE7170045200",,"5","4","4","4","4","4","5","5","5","5","5"
"North East","TWEED","TILL                TIDAL LIMIT","210030000102A",13,"NT8702042990","NT9348051050","NT8902547280",,"2","3","3","3","2","2","2","2","2","2","2"
"North East","WHITEADDER","AREA BOUNDARY       TIDAL LIMIT","210030000201A",1,"NT9465052900","NT9604052210","NT9571052590",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","TILL","GLEN                TWEED","210030001301A",23.3,"NT9767032530","NT8702042990","NT8840043400","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","TILL","SOURCE              RODDAM BURN","210030001306A",29.8,"NT9084018580","NU0467023630","NU0760020400","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","GLEN","COLLEGE BURN        TILL","210030001401A",9.5,"NT9093030580","NT9767032530","NT9555530240","2","2","3","3","3","3","2","2","2","2","2","2"
"North East","COLLEGE BURN","SOURCE              GLEN","210030001501A",7.4,"NT8873024450","NT9093030580","NT9078030375",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","WOOLER WATER","HARTHOPE BURN       TILL","210030001601A",8.8,"NT9761024950","NU0024030210","NT9940028300","2","2","2","2","2","3","2","3","2","2","2","2"
"North East","HETTON BURN","SOURCE              TILL","210030001801A",13.5,"NT9906038590","NU0376029880","NU0400029900",,"4","4","4","4","4","4","4","4","4","4","4"
"North East","LILBURN BURN","SOURCE              TILL","210030001901A",12.2,"NT9597019920","NU0469023740","NU0260024200",,"2","2","2","2","3","3","3","2","2","2","2"
"North East","NORTH LOW","BERRINGTON BURN     SOUTH LOW","210040000102A",6,"NU0215044470","NU0644043750","NU0555544510",,"3","4","4","3","3","3","3","3","3","3","3"
"North East","NORTH LOW","DEAN BURN           BERRINGTON BURN","210040000103A",1.1,"NU0150045050","NU0215044470","NU0555544510",,"3","4","4","3","3","3","3","3","3","3","3"
"North East","SOUTH LOW","DRY BURN            HAGGERSTON CARAVAN P","210040000201B",3.6,"NU0224041670","NU0439043480","NU0430043100","3","3","4","4","3","3","3","3","3","3","3","3"
"North East","LOW THE","HUNTING HALL        DRY BURN","210040000301A",0.9,"NU0272041000","NU0224041670","NU0430043100","3","4","4","4","3","3","3","3","3","3","3","3"
"North East","ROSS LOW","BELFORD BURN        SEA","221010000101A",1.4,"NU1255036410","NU1353035080","NU1312036400",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","BELFORD BURN","RAILWAY LINE        ROSS LOW","221010000201A",2.3,"NU1192034530","NU1255036410","NU1180035300",,"4","4","4","4","4","4","4","4","4","4","4"
"North East","LONG NANNY","SOURCE              SEA","221020000101A",9.7,"NU1516026140","NU2257027080","NU2133027710",,"3","4","4","4","4","4","4","4","4","3","3"
"North East","WAREN BURN","SOURCE              SEA","221130000101A",15.2,"NU1000025090","NU1463034430","NU1488033460",,"3","3","3","3","3","3","3","4","3","3","3"
"North East","ALN","ALNWICK STW         TIDAL LIMIT","222050000101B",6.6,"NU2040013280","NU2382011600","NU2143012690","5","3","3","3","3","3","3","3","3","3","3","3"
"North East","ALN","GLANTON BURN        EDLINGHAM BURN","222050000103A",5,"NU0730012310","NU1175013160","NU0873512365","5","3","3","3","3","3","3","3","3","3","3","3"
"North East","ALN","SOURCE              GLANTON BURN","222050000104A",6.4,"NT9901010900","NU0730012310","NU0873512365","5","3","3","3","3","3","3","3","3","3","3","3"
"North East","SHIPLEY BURN","EGLINGHAM BURN      ALN","222050000201A",1.1,"NU1506016430","NU1515015600","NU1520017700",,"2","2","2","2","2","2","2","2","2","1","1"
"North East","SHIPLEY BURN","SOURCE              EGLINGHAM BURN","222050000202A",10.6,"NU1051023860","NU1506016430","NU1520017700",,"2","2","2","2","2","2","2","2","2","1","1"
"North East","EGLINGHAM BURN","SOURCE              SHIPLEY BURN","222050000301A",7.2,"NU0865025250","NU1506016430","NU1404017480",,"1","2","2","2","1","1","1","1","1","1","1"
"North East","EDLINGHAM BURN","SOURCE              ALN","222050000401A",10.1,"NU0787006490","NU1175013160","NU1197012228",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","COQUET","TYELAW BURN         TIDAL LIMIT","223060000101B",1,"NU2337006250","NU2377006080","NU2370106065",,"1","2","2","2","2","2","2","2","2","2","1"
"North East","COQUET","HAZON BURN          TYELAW BURN","223060000102A",10,"NU2033002970","NU2337006250","NU2370106065","3","1","2","2","2","2","2","2","2","2","2","1"
"North East","COQUET","MERE BURN           HAZON BURN","223060000103A",0.3,"NU2030002700","NU2033002970","NU2370106065","3","1","2","2","2","2","2","2","2","2","2","1"
"North East","COQUET","LONGDIKE BURN       MERE BURN","223060000104A",3.8,"NU2018000740","NU2030002700","NU2370106065","3","1","2","2","2","2","2","2","2","2","2","1"
"North East","COQUET","SWARLAND BURN       LONGDIKE BURN","223060000105A",4.8,"NU1656000520","NU2018000740","NU1852000315",,"1","1","1","1","1","1","1","1","1","1","2"
"North East","COQUET","FOREST BURN         SWARLAND BURN","223060000106A",11.4,"NZ1014099370","NU1656000520","NU1852000315",,"1","1","1","1","1","1","1","1","1","1","2"
"North East","COQUET","WREIGH BURN         FOREST BURN","223060000107A",9.3,"NU0291001930","NZ1014099370","NZ1010099500","4","1","1","1","1","1","1","1","1","1","1","1"
"North East","LONGDIKE BURN","PAXTON DENE BURN    COQUET","223060000501A",11.6,"NZ1772097260","NU2018000740","NZ1925599715",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","BYWELL LETCH","SOURCE              PAXTON DENE BURN","223060000601A",2.6,"NZ1472096500","NZ1772097260","NZ1925599715",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","WREIGH BURN","SOURCE              COQUET","223060001101A",13.2,"NT9768011370","NU0291001930","NU0303502142",,"2","3","3","3","2","2","3","3","2","2","2"
"North East","ALWIN","ALLERHOPE BURN      COQUET","223060001401A",4.3,"NT9195010010","NT9215005670","NT9280507060",,"1","1","1","1","1","1","1","1","1","1",
"North East","WANSBECK","BROCKS BURN         TIDAL LIMIT","225090000101B",2.9,"NZ2413086550","NZ2559085780","NZ2564085775",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","WANSBECK","MORPETH STW         BROCKS BURN","225090000102A",4.2,"NZ2068086380","NZ2413086550","NZ2350086200","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","WANSBECK","COTTING BURN        HOW BURN","225090000103A",2.4,"NZ1962086220","NZ2087086720","NZ2087786577","3","3","3","3","3","3","3","3","3","3","3","2"
"North East","WANSBECK","FONT BURN           COTTING BURN","225090000104A",3.1,"NZ1733085910","NZ1962086220","NZ1741085858","3","2","3","3","2","2","2","2","2","2","2","2"
"North East","WANSBECK","HART BURN           FONT BURN","225090000105A",9.2,"NZ1089085040","NZ1733085910","NZ1741085858","3","2","3","3","2","2","2","2","2","2","2","2"
"North East","WANSBECK","MIDDLETON BURN      HART BURN","225090000106A",5,"NZ0704084350","NZ1089085040","NZ1741085858","3","2","3","3","2","2","2","2","2","2","2","2"
"North East","WANSBECK","SOURCE              MIDDLETON BURN","225090000107A",17.8,"NY9136082960","NZ0704084350","NZ0536084135",,"2","2","2","2","2","2","2","2","2","2","2"
"North East","BOTHAL BURN","PEGSWOOD STW        WANSBECK","225090000201A",1.6,"NZ2335087470","NZ2413086550","NZ2340087300","6","6","6","6","6","6","6","6","6","6","6","6"
"North East","FONT","FONTBURN RESERVOIR  WANSBECK","225090000501A",21.4,"NZ0359093630","NZ1733085910","NZ1725186085",,"3","3","3","3","2","2","2","2","2","2","2"
"North East","HART BURN","SOURCE              WANSBECK","225090000801A",20.6,"NY9710088570","NZ1089085040","NZ0917585980",,"1","2","2","2","2","1","1","1","1","1","1"
"North East","BLYTH","EAST HARTFORD       TIDAL LIMIT","226100000102A",3.5,"NZ2648079870","NZ2757081910","NZ2666081425","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","BLYTH","PEGWHISTLE          EAST HARTFORD STW","226100000102B",3.6,"NZ2423079940","NZ2648079870","NZ2430080000","3","3","4","3","3","3","3","3","3","3","3","3"
"North East","BLYTH","CATRAW BURN         PEGWHISTLE BURN","226100000103A",4.3,"NZ2126078470","NZ2423079940","NZ2430080000","3","3","4","3","3","3","3","3","3","3","3","3"
"North East","BLYTH","DUDDO BURN          CATRAW BURN","226100000104A",4.2,"NZ1832077710","NZ2126078470","NZ1901077660","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","BLYTH","PONT                DUDDO BURN","226100000105A",0.6,"NZ1783077690","NZ1832077710","NZ1901077660","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","BLYTH","HOW BURN            PONT","226100000106A",7.7,"NZ1374079850","NZ1783077690","NZ1560077285","2","3","3","3","3","3","3","3","3","3","3","3"
"North East","BLYTH","SOURCE              HOW BURN","226100000107A",13.7,"NZ0048077880","NZ1374079850","NZ1560077285","2","3","3","3","3","3","3","3","3","3","3","3"
"North East","SLEEK BURN","HEPSCOTT BURN       TIDAL LIMIT","226100000201B",9.7,"NZ2161083910","NZ2818083650","NZ2718084050",,"4","4","4","3","3","3","3","3","3","3","3"
"North East","PONT","COLDCOATS BURN      BLYTH","226100000801A",3.5,"NZ1600075210","NZ1783077690","NZ1661076620","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","PONT","SMALL BURN          COLDCOATS BURN","226100000802A",0.8,"NZ1631074650","NZ1600075210","NZ1661076620","3","3","3","3","3","3","3","3","3","3","3","3"
"North East","PONT","NZ1659 7300         SMALL BURN","226100000803A",2.2,"NZ1659073000","NZ1631074650","NZ1661076620","3","3","4","3","3","3","3","3","3","3","3","3"
"North East","PONT","FOX COVERT LANE     NZ1659 7300","226100000803B",1.1,"NZ1578072540","NZ1659073000","NZ1662572865","3","3","4","3","3","3","3","3","3","3","3","3"
"North East","PONT","MED BURN            FOX COVERT LANE","226100000803C",3.6,"NZ1578072510","NZ1303071450","NZ1662572865","6","3","4","4","3","3","3","3","3","3","3","3"
"North East","PONT","FENWICK BURN        MED BURN","226100000804A",7.7,"NZ0635072140","NZ1303071430","NZ0919071580",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","PONT","SOURCE              FENWICK BURN","226100000805A",9.7,"NY9855069490","NZ0635072140","NZ0919071580",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","FENWICK BURN","SOURCE              PONT","226100001301A",2.9,"NZ0268074170","NZ0635072140","NZ0570072800",,,,,,,,,,"3","3","3"
"North East","SEATON BURN","SEGHILL             TIDAL LIMIT","226110000101B",6,"NZ2980074620","NZ3363076020","NZ3368075450","4","2","3","3","3","2","3","3","3","3","2","2"
"North East","TYNE","ERRING BURN         SOUTH TYNE","231010000111A",7.1,"NY9310071200","NY9176066020","NY9193070555","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","BARRASFORD BURN     ERRING BURN","231010000112A",2.1,"NY9204073080","NY9310071200","NY9193070555","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","LEWIS BURN          TARSET BURN","231010000122A",19.3,"NY6448090360","NY7834085320","NY7820085600","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","TYNE SOURCE         LEWIS BURN","231010000123A",9,"NY6649097560","NY6448090360","NY6320092800","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","ERRING BURN","SOURCE              NORTH TYNE","231010003401A",8,"NY9678075720","NY9310071200","NY9315071400",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","SIMON BURN","CROOK BURN          NORTH TYNE","231010003801A",1.2,"NY8772073920","NY8868074120","NY8770073900",,"1","1","1","1","1","1","1","1","2","1","1"
"North East","SIMON BURN","SOURCE              CROOK BURN","231010003802A",10.4,"NY7978072780","NY8772073920","NY8770073900",,"1","1","1","1","1","1","1","1","2","1","1"
"North East","CROOK BURN","SOURCE              SIMON BURN","231010003901A",2,"NY8624074300","NY8772073920","NY8770073900",,"1","1","1","1","1","1","1","1","2","1","1"
"North East","WARKS BURN","SOURCE              NORTH TYNE","231010004001A",13.2,"NY7234076920","NY8670076260","NY8623076565",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","REDE","OTTER BURN          ELSDON BURN","231010004203A",3.1,"NY8858092920","NY9036091100","NY8880092700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","REDE","DURTREES BURN       OTTER BURN","231010004204A",4,"NY8616094860","NY8858092920","NY8880092700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","REDE","SILLS BURN          DURTREES BURN","231010004205A",5.5,"NY8281098040","NY8616094860","NY8880092700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","REDE","SOURCE              SILLS BURN","231010004206A",15.5,"NT6932006580","NY8281098040","NT7782001280",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","CHESTERHOPE BURN","SOURCE              REDE","231010004301A",2.7,"NY9150084150","NY8882086210","NY9110092100",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","ELSDON BURN","NY9110 9212         REDE","231010004401A",1,"NY9110092120","NY9036091100","NY9110092100",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","ELSDON BURN","LSDON MINEWATER     NY9110 9212","231010004401B",3,"NY9352092860","NY9110092120","NY9110092100",,"1","1","1","1",,,,"1","1","1","1"
"North East","DURTREES","SOURCE              REDE","231010004601A",8,"NT8900001470","NY8621094890","NY8880092700",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","HARESHAW BURN","SOURCE              NORTH TYNE","231010004801A",7.4,"NY8284089540","NY8374083040","NY8400083500",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","CHIRDON BURN","SOURCE              NORTH TYNE","231010004901A",17.1,"NY6552079540","NY7834085120","NY7832085035",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","TARSET BURN","SOURCE              NORTH TYNE","231010005001A",12.2,"NY7562094810","NY7834085320","NY7860085500",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","LEWIS BURN","AKENSHAW            KIELDER RESERVOIR","231010005101A",2.1,"NY6296088980","NY6448090360","NY6375089740","4","1","1","1","1","1","1","1","1","1","1","1"
"North East","LEWIS BURN","SOURCE              AKENSHAW BURN","231010005102A",1.2,"NY6100089800","NY6296088980","NY6375089740","4","1","1","1","1","1","1","1","1","1","1","1"
"North East","AKENSHAW BURN","SOURCE              LEWIS BURN","231010005201A",1.8,"NY6190089380","NY6296088980","NY6375089740","4","1","1","1","1","1","1","1","1","1","1","1"
"North East","SOUTH TYNE","NEWBROUGH BURN      NORTH TYNE","232010002301A",5.3,"NY8754067200","NY9176066020","NY9105065950","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","SOUTH TYNE","ALLEN               NEWBROUGH BURN","232010002302A",9.6,"NY8010064810","NY8754067200","NY9105065950","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","SOUTH TYNE","TIPALT BURN         HALTWHISTLE BURN","232010002304A",2.1,"NY6986063180","NY7168063680","NY7053563765","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","SOUTH TYNE","PARK BURN           TIPALT BURN","232010002305A",2.1,"NY6838062120","NY6986063180","NY7053563765","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","SOUTH TYNE","HARTLEY BURN        PARK BURN","232010002306A",2,"NY6714060860","NY6838062120","NY7053563765","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","SOUTH TYNE","BLACK BURN          HARTLEY BURN","232010002307A",1,"NY6740059720","NY6714060860","NY7053563765","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","NEWBROUGH BURN","NEWBROUGH STW       SOUTH TYNE","232010002401A",0.8,"NY8720067900","NY8754067200","NY8720067900",,"1","2","2","2","2","2","2","2","2","2","2"
"North East","NEWBROUGH BURN","SETTLINGSTONES      NEWBROUGH STW","232010002401B",0.6,"NY8654068400","NY8720067900","NY8720067900",,"1","2","2","2","2","2","2","2","2","2","2"
"North East","NEWBROUGH BURN","NEWBROUGH BURN      SETTLINGSTONES MINEW","232010002401C",2.5,"NY8568070820","NY8654068400","NY8720067900",,"1","2","2","2","2","2","2","2","2","2","2"
"North East","ALLEN","WEST ALLEN          SOUTH TYNE","232010002501A",7.1,"NY8000058900","NY8010064810","NY7990064100","3","1","1","1","1","1","1","1","1","1","1","1"
"North East","ALLEN","SINDERHOPE          ALLEN","232010002502A",10.1,"NY8438052180","NY8000058900","NY8305056650",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","ALLEN","SOURCE              SINDERHOPE","232010002502B",6.8,"NY8524043240","NY8438052180","NY8305056650",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","HALTWHISTLE BURN","SOURCE              SOUTH TYNE","232010002701A",13.8,"NY7934071420","NY7748064460","NY7130064200",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","PARK BURN","SOURCE              SOUTH TYNE","232010002901A",7.6,"NY7236057700","NY6838062120","NY6835062000",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","HARTLEY BURN","SOURCE              SOUTH TYNE","232010003001A",9.3,"NY6021057720","NY6714060860","NY6676060603",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","NENT","SOURCE              SOUTH TYNE","232010003201A",10.3,"NY7970042150","NY7162046840","NY7174046665","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","BLACK BURN (ALSEON)","SOURCE              SOUTH TYNE","232010003301A",6.8,"NY6984039180","NY7142043640","NY7075043550",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","PRUDHOE WORKS       TIDAL LIMIT","233010000106C",3.1,"NZ0890063820","NZ1212064670","NZ1190064600",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","MARCH BURN          STOCKSFIELD BURN","233010000108A",4,"NZ0195061750","NZ0529061980","NZ0520062000","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","DEVILS WATER        MARCH BURN","233010000109A",5.8,"NY9755064460","NZ0195061750","NZ0520062000","2","1","1","1","1","1","1","1","1","1","1","1"
"North East","TYNE","NY9192 6594         DEVILS WATER","233010000110A",7.4,"NY9192065940","NY9755064460","NY9410064600","2","1","1","1","1","1","1","1","1","1","2","1"
"North East","DEVILS WATER","SOURCE              TYNE","233010002201A",21.7,"NY8794049920","NY9755064460","NY9753563575",,"1","1","1","1","1","1","1","1","1","1","1"
"North East","DERWENT","THORNLEY BURN       TIDAL LIMIT","234010000501B",1.1,"NZ1867060790","NZ1938061610","NZ1865060500",,"3","3","3","3","3","3","3","3","3","3","3"
"North East","DERWENT","SPEN BURN           THORNLEY BURN","234010000502A",4.2,"NZ1694058730","NZ1867060790","NZ1865060500","3","3","3","3","3","3","3","3","3","3","3","3"
