"REGION","RNAME","SNAME","KEY","LENGTH","UPNGR","DOWNNGR","CHEMNGR","P_GQA_90","P_GQA_95","P_GQA_00","P_GQA_01","P_GQA_02","P_GQA_03","P_GQA_04","P_GQA_05","P_GQA_06","P_GQA_07","P_GQA_08","P_GQA_09"
"Wales","NANT IORWERTH GOCH","Aberbaiden Minewater Dis.- Hafod Becca","058050000902",2.2,"SS850  866","SS856  848","SS8414083562",,"1","1","1","1","1","1","1","2","2","2","2"
"Wales","AFAN","Dock Intake Weir - M4 Motorway","058060000101",0.7,"SS767  904","SS761  897","SS7604789727",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFAN","M4 Motorway - Conf. R.Pelena","058060000102",5.6,"SS793  941","SS767  904","SS7712790972",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFAN","Conf.R.Pelena-Conf.Afon (Cwm yr Argoed)","058060000103",3,"SS819  951","SS793  941","SS7960094140",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFAN","Conf.Afon(Cwm yr Argoed)-ConfAfon Corwg","058060000104",5.2,"SS862  963","SS819  951","SS7960094140",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFAN","Conf.R.Corrwg - Conf.Nant y Fedw","058060000105A",1.2,"SS871  961","SS862  963","SS8616196289",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFAN","Conf.Nant y Fedw - Conf.R.Gwynfi","058060000105B",2.1,"SS886  868","SS871  961","SS8616196289",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","AFAN","Conf.R.Gwynfi - Conf.Nant Ty","058060000105C",2.5,"SS908  959","SS886  968","SS8616196289",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","FFRWDWYLLT","Docks entr.P.Talbot-Conf.Nant Cwm y Garn","058060000201A",2.4,"SS789  899","SS770  888","SS7724488929",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","FFRWDWYLLT","Conf.Cwm y Garn - Conf.Cwm Wernderi","058060000201B",1.4,"SS798  906","SS779  899","SS7724488929",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","FFRWDWYLLT","Conf.Cwm Wernderi - Varteg Rd.Br.","058060000201C",3.2,"SS817  922","SS798  906","SS7724488929",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","PELENA","Conf.R.Afan - Conf.Gwenffrwd/Blaenpelena","058060000801A",3,"SS797  962","SS793  941","SS7930394172",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","BLAENPELENA","Conf.Nant Gwenffrwd-Minewater Discharge","058060000801B",3.1,"SS816  977","SS797  962","SS7975096218",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","BLAENPELENA","Minewater Discharge - Twyn Pumerw","058060000802",2.2,"SS825  990","SS816  977","SS7975096218",,"1","1","1","1","1","1","1","1","2","2","2"
"Wales","CWM GWENFFRWD","Conf.R.Blaenpelena - Minewater Discharge","058060000901",1.8,"SS799  973","SS798  962","SS7978196507",,"1","2","3","3","1","1","1","1","2","2","2"
"Wales","CWM GWENFFRWD","Minewater Discharge - Ford at SS 797 984","058060000902",1.6,"SS795  976","SS799  973","SS7978196507",,"1","2","3","3","1","1","1","1","2","2","2"
"Wales","CORRWG","Conf.R.Afan - Conf.Corrwg Fechan","058060001401A",3.4,"SS875  992","SS862  963","SS8616096320",,"1","1","1","1","1","2","1","2","1","1","1"
"Wales","CORRWG","Conf.Corrwg Fechan - Conf.Nant Eau","058060001401B",4.6,"SN896   024","SS875  992","SS8616096320",,"1","1","1","1","1","2","1","2","1","1","1"
"Wales","NEATH","Tidal Limit Aberdul's-Conf.R.Dulais","058070000101",5.5,"SS773  993","SS772  989","SS7728699009","2","2","1","1","2","2","2","2","1","1","1","1"
"Wales","NEATH","Conf.R.Dulais-Conf.Abergarwed Canal Weir","058070000102",6.2,"SN817  022","SS773  993","SS7739499493",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","NEATH","Neath Canal Weir - Cwmgwrach STW outlet","058070000103",6.3,"SN864  054","SN817  022","SS7739499493",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","NEATH","Cwmgwrach STW Outlet-Conf.R.Nedd Fechan","058070000104",4.9,"SN902  074","SN864  054","SS7739499493",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYDACH","Tidal Limit - Dyffryn Arms Bryncoch","058070000501A",4.3,"SN741  010","SS738  973","SS7383097627",,"1","1","1","1","1","1","2","1","1","1","1"
"Wales","CLYDACH","Dyffryn Arms - Hendrecaradog","058070000501B",4.8,"SN757  049","SN741  010","SN7412001000",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DULAIS","Conf.R.Neath - Cilfrew Gauging Station","058070001101A",1.7,"SN778  007","SS773  992","SS7720199406",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","DULAIS","Cilfrew GS-Trib.Crynant STW (Ty'n y Cwm)","058070001101B",4,"SN789  041","SN778  007","SS7720199406",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","DULAIS","Conf.Trib.Crynant STW - Crynant R.B","058070001102",1,"SN790  048","SN789  041","SN7896804075",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DULAIS","Crynant R.B - Treforgan R.B","058070001103",1.7,"SN792  062","SN790  048","SN7895004750",,"1","1","1","1","1","1","1","2","1","1","1"
"Wales","DULAIS","Treforgan R.B - Nant Hir (7 Sisters)","058070001104A",3.7,"SN814  086","SN792  063","SN7922006180",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","DULAIS","Conf.Nant Hir (7 Sisters)-Onllwyn Rd.Br.","058070001104B",3.7,"SN842  105","SN814  086","SN8206009380",,"1","1","1","2","2","1","1","1","1","1","1"
"Wales","NANT CLWYD","Conf.Neath P'clwydau-Forestry Rd.Culvert","058070002801",3.5,"SN850  067","SN843  037","SN8495005000",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GWRELYCH","Conf.R.Neath - Conf.Trib. Cwm Ceffyl","058070003501A",2,"SN904  055","SN889  067","SN8889906602",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GWRELYCH","Conf.Trib.Cwm Ceffyl - Llyn Fawr","058070003501B",1.8,"SN917  037","SN904  055","SN8889906602",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MELLTE","Conf.R.Neath - Conf.R.Hepste","058070003701A",3.7,"SN924  098","SN902  074","SS7739499493",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","MELLTE","Conf.R.Hepste - Conf.Llia/Dringarth","058070003701B",5,"SN936  143","SN924  098","SN9309813289",,"1","1","1","1","2","2","2","2","2","2","1"
"Wales","DRINGARTH","Conf.R.Llia - Ystradfellte Reservoir","058070003701C",3.4,"SN945  174","SN936  143","SN9309813289",,"1","1","1","1","2","2","2","2","2","2","1"
"Wales","SYCHRYD","Conf.R.Mellte - Conf.Camnant/Gwrangon","058070003702",2.3,"SN927  068","SN911  079","SN9106007930",,"4","3","3","3","3","2","2","2","3","4","4"
"Wales","CAMNANT","Conf.R.Gwrangon - Penderyn Res.","058070003703",1.5,"SN939  074","SN927  068","SN9308506945",,"5","5","5","5","5","5","5","4","5","5","5"
"Wales","GWRANGON","Conf.R.Camnant - Conf.Canwyllt","058070003704",3.6,"SN925  041","SN927  068","SN9208206386",,"5","1","1","1","1","1","1","1","1","1","1"
"Wales","HEPSTE","Conf.R.Mellte-Afon y Waun/Hepste Fechan","058070004001",7.7,"SN971  136","SN924  098","SN9400010400",,"2","1","1","1","1","1","1","1","1","1","1"
"Wales","LLIA","Conf.R.Dringarth - Rhyd Uchaf","058070004301",5.3,"SN926  188","SN936  143","SN9309813289",,"1","1","1","1","2","2","2","2","2","2","1"
"Wales","NEDD FECHAN","Conf.R.Neath - Conf.R.Pyrddin","058070004401A",1.9,"SN898  091","SN902  074","SN9009407681",,"1","1","1","1","1","1","1","1","1","1","2"
"Wales","NEDD FECHAN","Conf.R.Pyrddin - Conf.Nant y Moch","058070004401B",8.1,"SN907  161","SN898  091","SN9009407681",,"1","1","1","1","1","1","1","1","1","1","2"
"Wales","PYRDDIN","Conf.R.Nedd Fechan - Conf.R.Camnant","058070004402",5,"SN863  106","SN898  091","SN9009407681",,"1","1","1","1","1","1","1","1","1","1","2"
"Wales","TAWE","Beaufort Weir-BSC Velindre O/f Ynysf.","059010000102A",1.9,"SS676  990","SS671  974","SS6736797989","4","3","2","2","2","2","2","2","2","2","2","2"
"Wales","TAWE","BSC Velindre O/f Ynysf.-Conf.Lwr Clydach","059010000102B",3.3,"SN688  012","SS676  990","SS6854299775",,"3","2","2","2","2","2","1","2","2","2","2"
"Wales","TAWE","Conf.Lwr Clydach-INCO O/f Clydach","059010000103A",0.2,"SN691  011","SN688  012","SN6897101171",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","TAWE","INCO O\F Clydach - Above Trebanos STW","059010000103B",3.6,"SN712  025","SN691  011","SN7013200837",,"3","3","2","2","2","2","2","2","2","2","2"
"Wales","TAWE","Above Trebanos STW - Conf Upper Clydach","059010000103D",1.8,"SN724  036","SN712  025","SN7129902588",,"2","2","2","2","2","2","1","1","1","1","1"
"Wales","TAWE","Conf. Upper Clydach-Conf.Nant Cwm Ddu","059010000104",2.8,"SN740  054","SN724  036","SN7247403711",,"2","2","2","2","2","2","1","1","1","1","1"
"Wales","TAWE","Conf.Nant Cwm Ddu- Conf. Afon Twrch","059010000105",4.7,"SN771  084","SN740  054","SN7247403711",,"2","2","2","2","2","2","1","1","1","1","1"
"Wales","TAWE","Conf.Afon Twrch- Conf. R. Giedd","059010000106",3.8,"SN790  110","SN771  084","SN7855910075",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TAWE","Conf.R.Giedd - Abercraf R.B.","059010000107",4,"SN817  125","SN790  110","SN7855910075",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TAWE","Abercraf R.B. - Conf. Nant Llech","059010000107A",1.8,"SN833  127","SN817  125","SN7855910075",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TAWE","Conf. Nant Llech - Conf.Nant Tawe Fechan","059010000108",6.9,"SN849  177","SN833  127","SN7855910075",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT-Y-FENDROD","Outlet from lake-Confl trib Llansamlet","059010000201A",1.2,"SS678  974","SS670  966","SS6700096600","2","1","1","2","1","2","2","2","2","1","1","1"
"Wales","NANT-Y-FENDROD","Conf Trib Llansamlet-Llansamlet P.S.","059010000201B",0.3,"SS679  977","SS678  974","SS6780597082",,"1","1","2","2","2","3","3","3","3","3","2"
"Wales","NANT-Y-FENDROD","Llansamlet PS - Confl Nant Bran","059010000201C",0.8,"SS685  981","SS679  977","SS6801197712",,"1","1","1","1","2","1","1","1","1","1","1"
"Wales","NANT-Y-FENDROD","Confl Nant Bran - Above Ynys Allan","059010000201D",2,"SS690  994","SS685  981","SS6839598050",,"2","1","2","2","2","1","1","2","2","2","1"
"Wales","LOWER CLYDACH","Conf.Afon Tawe-Pont Llechart Rhyd Y G.","059010000301",4.6,"SN687  044","SN688  012","SN6890001281","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","LOWER CLYDACH","Pont Llechart - Above Confl Nant Melyn","059010000301A",6,"SN678  091","SN687  044","SN6890001281",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","UPPER CLYDACH","Conf.Afon Tawe - Conf. A. Egel","059010000401",2.9,"SN714  057","SN724  036","SN7238703804",,"1","1","1","1","2","2","2","2","1","1","1"
"Wales","UPPER CLYDACH","Confl Egel-48 inch Outfall Abernant","059010000402A",3.5,"SN699  082","SN714  057","SN7123105790",,"1","2","1","1","1","1","1","1","1","1","1"
"Wales","UPPER CLYDACH","U\S 48 inch Outfall-Conf Nant y Gasseg","059010000402B",0.4,"SN698  086","SN699  082","SN6988008315",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","UPPER CLYDACH","Conf.Nant Y Gasseg-Conf.Trib.Nr.Abernant","059010000402C",0.4,"SN699  089","SN698  086","SN6993608601","1","1","1","1","1","1","1","1","2","2","2","1"
"Wales","CWM DU","Conf.R.Tawe - Conf.un named Trib.","059010000501",5.3,"SN751  095","SN741  056","SN7413105741",,"1","1","1","1","1","1","1","1","2","2","1"
"Wales","TWRCH","Conf.R.Tawe - Conf.Nantllynfell","059010000701A",4.2,"SN755  114","SN771  084","SN7723209625","2","1","1","1","1","1","1","1","1","1","1","1"
"Wales","TWRCH","Conf.Nantllynfell-Conf. Nant Ffridiau","059010000703",5.6,"SN772  163","SN755  114","SN7548711478",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","NANT GWYS","Conf.R.Twrch - Gelli Farm","059010000801",3.5,"SN783  127","SN757  113","SN7573011278",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","LLYNFELL","Conf Twrch-Conf unnamed stream SN748125","059010000901",1.7,"SN748  125","SN755  114","SN7546011448",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","LLYNFELL","Conf unnamed stream - BrynBrain","059010000902",1.3,"SN749  135","SN748  125","SN7492712574",,"1","1","1","1","1","1","1","3","3","3","1"
"Wales","GIEDD","Conf.R.Tawe - Conf. Nant Y Cyw","059010001001",2.1,"SN791  128","SN790  110","SN7896911008",,"1","1","1","1","1","1","1","2","2","2","1"
"Wales","BURRY PILL","Tidal Limit - Stembridge Rd Br","059020000101",3,"SS467  916","SS447  933","SS4506093130",,"4","2","2","2","2","2","2","2","3","2","2"
"Wales","PENNARD PILL","Tidal Limit - Conf Killy Willy","059030000101",0.6,"SS544  891","SS543  886","SS5435089100",,"2","1","1","1","1","1","1","1","1","1","1"
"Wales","CLYNE","Mumbles Rd - Above refuse Tip","059040000101",1.8,"SS611  919","SS619  907","SS6145491044",,"1","2","2","2","2","2","2","2","1","1","1"
"Wales","CLYNE","Above Refuse Tip - Railway Inn","059040000102",2.8,"SS597  935","SS611  919","SS5980092400",,"2","2","2","2","2","2","1","2","2","2","1"
"Wales","LOUGHOR","Conf.R.Dulais - Conf. Camffrwd","059050000108",3.6,"SN593  061","SN587  038","SN5876203908","3","4","3","3","3","2","2","3","3","3","3","2"
"Wales","LOUGHOR","Conf.Camffrwd - Conf.Nant Y Fforest","059050000109",7.1,"SN618  098","SN593  061","SN6146108764","5","4","4","4","3","3","2","2","2","3","3","3"
"Wales","LOUGHOR","Conf.Nant Y Fforest - Conf.Afon Cathan","059050000110",0.7,"SN622  103","SN618  098","SN6195209961","2","3","1","1","1","1","1","2","2","2","1","1"
"Wales","LOUGHOR","Conf.Afon Cathan - Conf.Afon Amman","059050000111",0.3,"SN622  107","SN622  103","SN6195209961",,"3","1","1","1","1","1","2","2","2","1","1"
"Wales","LOUGHOR","Conf.A.Amman - Fferws Brook","059050000112",0.4,"SN621  109","SN622  107","SN6210010900",,"5","2","2","2","2","2","2","2","2","2","2"
"Wales","LOUGHOR","Conf. Fferws Bk. - Conf.Afon Marlais","059050000113",2.9,"SN623  133","SN621  109","SN6232312696",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","LOUGHOR","Conf. Afon Marlais-Conf.Nant Cefni","059050000115",1.7,"SN636  140","SN623  133","SN6259613365",,"2","1","1","1","1","1","1","1","1","1","1"
"Wales","LOUGHOR","Conf.Nant Cefni - Drefach R.B.","059050000116",3.2,"SN651  165","SN636  140","SN6259613365",,"2","1","1","1","1","1","1","1","1","1","1"
"Wales","LOUGHOR","Drefach R.B. - Llygad Llwchwr","059050000117",2.4,"SN668  178","SN651  165","SN6259613365",,"2","1","1","1","1","1","1","1","1","1","1"
"Wales","FFERWS BROOK","Conf Loughor - Conf Nant Arw","059050000201",2.2,"SN607  112","SN621  109","SN6200911607",,"1","2","1","2","2","2","1","2","2","2","2"
"Wales","LLIEDI","Tidal Limit Ll'i Docks-Felinfoel Brewery","059050000303A",3.4,"SN517  021","SS500  999","SN5076800535",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","LLIEDI","Felinfoel Brewery-Water T Plant Outfall","059050000303B",0.2,"SN518  023","SN517  021","SN5185102194",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","DAFEN","Tidal Limit Trostre-SU Butec Outfall","059050000501A",3.9,"SN529  013","SS512  986","SN5282301101",,"4","2","2","2","2","2","2","4","4","4","2"
"Wales","DAFEN","SU Butec Outfall - Dafen Pond","059050000501B",0.2,"SN531  014","SN529  013","SN5299001400",,"3","2","2","2","2","2","2","2","2","2","2"
"Wales","DAFEN","Dafen Pond - Llethri R.B.","059050000501C",1.2,"SN532  026","SN531  014","SN5328701579",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","DAFEN","Llethri R.B. - Porth-Dafen","059050000501D",1.2,"SN543  034","SN532  026","SN5324202640",,"2","2","2","2","2","3","3","3","3","3","3"
"Wales","LLIW","Conf.Llan - Mill Leat","059050000702A",4.7,"SN605  007","SS591  978","SS5909897767","2","2","2","2","2","2","2","2","2","2","2","1"
"Wales","LLIW","Mill Leat - Conf. Nant Y Crimp","059050000702C",1.9,"SN622  015","SN605  007","SN6097200677",,"2","1","2","2","2","2","1","2","2","2","1"
"Wales","LLIW","Conf.Nant Y Crimp - Conf un named Trib.","059050000702D",4.8,"SN646  029","SN622  015","SN6376002700",,"2","2","1","2","2","2","1","1","1","1","1"
"Wales","LLIW","Conf un named Trib - Lower Lliw Res","059050000702E",0.5,"SN648  033","SN646  029","SN6376002700",,"2","2","1","2","2","2","1","1","1","1","1"
"Wales","LLAN","Conf.R.Lliw - Alcoa Outlet Waunarl.","059050000801A",2.1,"SS602  966","SS582  972","SS5895096810","2","2","1","1","1","1","2","2","2","2","2","1"
"Wales","LLAN","Alcoa Outlet-Melin Llan Br.Llangafelach","059050000801C",5.2,"SS624  995","SS602  966","SS6173996667",,"2","1","2","1","2","2","2","2","2","2","2"
"Wales","LLAN","Melin Llan Br Llangafelach - Cuckoo Mill","059050000801D",1.7,"SS639  993","SS624  995","SS6243299498",,"1","1","2","2","2","2","2","1","1","1","1"
"Wales","LLAN","Cuckoo Mill - Felin-wen","059050000801E",3.2,"SN663  010","SS639  993","SS6243299498",,"1","1","2","2","2","2","2","1","1","1","1"
"Wales","LLAN","Felin-wen - Cynghordy","059050000801F",2.8,"SN664  029","SN663  010","SS6243299498",,"1","1","2","2","2","2","2","1","1","1","1"
"Wales","MORLAIS","Ry Br. Llangennech- B4297 R.B.","059050000901",5.4,"SN547  053","SN571  019","SN5629101941",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","MORLAIS","B4297 Rd Br - A476 Rd Br","059050000902",3,"SN537  073","SN547  053","SN5629101941",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","GWILI","Road Br. Hendy - M4 R.B.","059050001001",2,"SN573  050","SN581  036","SN5802903624","3","3","3","3","3","3","3","3","4","4","4","3"
"Wales","GWILI","M4 R.B. - Conf. with Un named Trib.","059050001002",4.8,"SN577  084","SN573  050","SN5802903624","3","3","3","3","3","3","3","3","4","4","4","3"
"Wales","GWILI","Conf. with Un named Trib. - Cwmgwili R.B","059050001003",3,"SN575  107","SN577  084","SN5770108631",,"4","4","5","4","4","4","5","5","5","5","4"
"Wales","GWILI","Cwmgwili R.B. - Conf.Unnamed Trib.","059050001004",2.1,"SN564  122","SN575  107","SN5770108631",,"5","5","5","5","5","5","5","5","5","5","4"
"Wales","AMMAN","Conf. Nant Garenig-Conf. Nant Pedol","059050001501A",2.4,"SN688  134","SN667  135","SN6740013800","1","1","1","1","1","2","1","1","1","1","1","1"
"Wales","AMMAN","Conf.R.Loughor - Conf. Nant Garenig","059050001501B",6.4,"SN667  135","SN622  106","SN6226010593","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","AMMAN","Conf.Nant Pedol - Conf.Nant Garw","059050001503",3.6,"SN717  140","SN688  134","SN7128313847","1","1","1","1","1","2","1","1","1","1","1","1"
"Wales","AMMAN","Conf. Nant Garw - Rhosaman R.B.","059050001504",1.9,"SN731  140","SN717  140","SN7128313847",,"1","1","1","1","2","1","1","1","1","1","1"
"Wales","PEDOL","Conf.R.Amman - Conf. Nant Gwineu Twyn","059050001701",0.9,"SN692  140","SN688  134","SN6880013450","1","1","1","1","1","1","1","1","1","1","1","1"
"Wales","GARNANT","Conf Amman - Conf Nant Hir","059050001801",2.9,"SN703  114","SN687  133","SN6950013050",,"1","1","1","1","2","1","1","4","4","4","1"
"Wales","LASH","Conf L'ghor Aberlash Mill-Conf.trib.","059050001901",1.4,"SN612  138","SN622  132","SN6161813428",,"4","4","4","3","4","4","4","4","4","4","4"
"Wales","LASH","Conf.trib. - Blaenau","059050001902",2.6,"SN602  141","SN612  138","SN6161813428",,"1","1","1","1","3","4","4","4","4","4","4"
"Wales","MARLAIS","Conf.R.Loughor Ll'bie-Conf.Nant Gwenlais","059050002101",2.4,"SN619  161","SN623  133","SN6237613646",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","MARLAIS","Conf Nant Gwenlais - Conf.trib.nr.Milo","059050002102",3.4,"SN606  178","SN619  161","SN6136817597",,"3","3","3","3","3","3","3","3","3","3","2"
"Wales","TYWI","Conf.R.Gwili-Conf.Afon Cothi","060010000108",8.7,"SN500  201","SN432  205","SN4931120291","3","1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf. Afon Cothi-Conf. Afon Myddfi","060010000110",15.2,"SN598  220","SN500  201","SN4931120291",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf. Afon Myddfi-Conf. Afon Dulais","060010000112",8.9,"SN647  240","SN598  220","SN6263921897",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf.Afon Dulais-Conf. Afon Bran","060010000114",7.6,"SN695  284","SN647  240","SN6263921897",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf.Afon Bran-Conf.Afon Gwydderig","060010000116",8.2,"SN753  326","SN695  284","SN6263921897",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf.Afon Gwydderig - Conf.Afon Dunant","060010000120",6.9,"SN758  385","SN753  326","SN7614934772",,"1","1","1","1","1","1","5","5","5","1","1"
"Wales","TYWI","Conf.Afon Dunant-Conf.Afon Gwenlais","060010000121",0.3,"SN760  388","SN758  385","SN7614934772",,"1","1","1","1","1","1","5","5","5","1","1"
"Wales","TYWI","Conf.Afon Gwenlais-Conf.Nant Bai","060010000122",7.8,"SN773  443","SN760  388","SN7654239917","2","1","3","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf.Nant Bai-Conf. Gwenffrwd","060010000124",1.2,"SN765  451","SN773  443","SN7677044710",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf. Gwenffrwd-Conf. Afon Doethie","060010000125",2.8,"SN778  467","SN765  451","SN7677044710",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Conf.Afon Doethie-Inlet Llyn Brianne","060010000126",9.4,"SN804  537","SN778  467","SN7856747189",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","TYWI","Inlet Llyn Brianne - Conf.Nant Loew","060010000127A",8.7,"SN807  613","SN804  537","SN8038057122",,"1","1","1","1","1","1","1","1","1","1","1"
"Wales","GWENDRAETH FAWR","C'ssioners Br.Kidwelly-Conf.A.Morlais","060010000202",2.1,"SN429  053","SN412  056","SN4112405568",,"5","4","4","4","4","4","4","4","4","4","4"
"Wales","GWENDRAETH FAWR","Conf.Afon Morlais - Pont Newydd R.B.","060010000204",3.2,"SN448  073","SN429  053","SN4343205932",,"5","4","5","4","4","4","4","4","4","4","4"
"Wales","GWENDRAETH FAWR","Pont Newydd R.B. - Pontyates R.B.","060010000204A",3,"SN469  085","SN448  073","SN4477607258",,"5","4","4","4","4","4","4","4","4","4","4"
"Wales","GWENDRAETH FAWR","Pontyates R.B. - Conf. Hafren Brook","060010000204B",0.3,"SN472  086","SN469  085","SN4692808478",,"5","4","5","5","5","4","4","4","4","5","4"
"Wales","GWENDRAETH FAWR","Conf. Hafren - Pontyberem STW R.B.","060010000204C",4.1,"SN496  108","SN472  086","SN4756409452",,"5","4","4","4","4","4","4","4","4","4","4"
"Wales","GWENDRAETH FAWR","Pontyberem STW R.B. - Conf.A.Goch","060010000205",2.8,"SN516  118","SN496  108","SN5010011200",,"1","1","2","2","2","2","2","1","2","2","2"
"Wales","GWENDRAETH FAWR","Conf.Afon Goch - Conf.Drefach Br.","060010000206",1.9,"SN530  126","SN516  118","SN5241012349",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","GWENDRAETH FAWR","Conf.Drefach Br. - Conf.at Cwm y Glo","060010000207",3,"SN555  135","SN530  126","SN5387013077",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","AFON MORLAIS","Conf. Gwendraeth - U/S Foslas Opencast","060010000208",5.2,"SN469  054","SN428  053","SN4451305093",,"2","1","2","1","1","1","2","2","2","2","2"
"Wales","GWENDRAETH FACH","Tidal Limit - Llangendeirne RB","060010000301",12.1,"SN460  140","SN417  074","SN4186310345",,"2","2","3","2","3","3","3","3","3","3","2"
"Wales","GWENDRAETH FACH","Llangendeirne RB-Conf.Afon Dulais","060010000302",4.3,"SN494  152","SN460  140","SN4609614052",,"3","3","3","3","3","3","3","3","3","3","3"
"Wales","GWENDRAETH FACH","Conf.Afon Dulais-Conf.Nant Rhydian Ddu","060010000303",3,"SN517  162","SN494  152","SN4609614052",,"3","3","3","3","3","3","3","3","3","3","3"
"Wales","DULAIS","Conf.Gwendraeth Fach-Whitehall","060010000501",0.1,"SN495  152","SN494  152","SN4609614052",,"3","3","3","3","3","3","3","3","3","3","3"
"Wales","TAF","Tidal Limit -Conf.Afon Fenni","060010001105",5.8,"SN235  164","SN262  154","SN2380016060","4","3","2","2","2","2","2","2","2","2","2","2"
"Wales","TAF","Conf.Afon Fenni-Whitland STW","060010001107A",3.9,"SN205  161","SN235  164","SN2380016060","5","3","2","2","2","2","2","2","2","2","2","2"
"Wales","TAF","Whitland STW - Conf.Afon Gronw","060010001107B",0.3,"SN202  161","SN205  161","SN2043316115","5","4","2","2","2","1","1","2","2","2","2","2"
"Wales","TAF","Conf.Afon Gronw-Conf.Afon Marlais","060010001108",2.2,"SN186  168","SN202  161","SN2003816174","2","2","2","2","2","2","1","2","2","2","2","2"
"Wales","TAF","Conf.Afon Marlais - Conf. Daulan","060010001110",4.4,"SN162  186","SN186  168","SN1856916892",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TAF","Conf.Daulan - Conf.Felin Cwrt","060010001111",3,"SN156  203","SN162  186","SN1856916892",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TAF","Conf.Felin Cwrt - Conf. Afon Wernallt","060010001112A",3.8,"SN166  233","SN156  203","SN1856916892",,"2","2","2","2","2","2","2","2","2","2","2"
"Wales","TAF","Conf.Afon Wernallt - Conf.Afon Gafel","060010001112B",7.2,"SN193  286","SN166  233","SN1659523389",,"1","1","1","1","1","1","1","2","1","2","2"
"Wales","TAF","Conf.Afon Gafel - Conf.U/S Llanfrynach","060010001113",4.5,"SN223  313","SN193  286","SN1659523389",,"1","1","1","1","1","1","1","2","1","2","2"
"Wales","CYWYN","Tidal Limit - Conf.Nant Cynnen","060010001401A",8.7,"SN335  212","SN309  147","SN3273318338",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","CYWYN","Conf.Nant Cynnen-Conf.Afon Fach P.Garreg","060010001402",5,"SN324  248","SN335  212","SN3273318338",,"1","2","2","2","2","2","2","2","2","2","2"
"Wales","CYNNEN","Conf.Afon Cywyn-Conf.Trib.U/S Cwm","060010001501",2.5,"SN354  222","SN335  212","SN3365321297",,"1","1","1","1","2","1","2","1","1","1","1"
